Student with Knowledge Distillation Approach
Step 2330: loss = 1.32669
Step 2335: loss = 1.44484
Step 2340: loss = 1.18421
Training Data Eval:
  Num examples: 49920, Num correct: 26219, Precision @ 1: 0.5252
('Testing Data Eval: EPOCH->', 7)
  Num examples: 9984, Num correct: 4840, Precision @ 1: 0.4848
Step 2345: loss = 1.41735
Step 2350: loss = 1.34316
Step 2355: loss = 1.37362
Step 2360: loss = 1.14770
Step 2365: loss = 1.35216
Step 2370: loss = 1.48610
Step 2375: loss = 1.51924
Step 2380: loss = 1.41013
Step 2385: loss = 1.23324
Step 2390: loss = 1.46749
Step 2395: loss = 1.31660
Step 2400: loss = 1.42541
Step 2405: loss = 1.33373
Step 2410: loss = 1.26120
Step 2415: loss = 1.98738
Step 2420: loss = 1.21706
Step 2425: loss = 1.31174
Step 2430: loss = 1.14490
Step 2435: loss = 1.52976
Step 2440: loss = 1.29020
Step 2445: loss = 1.35167
Step 2450: loss = 1.46182
Step 2455: loss = 1.31086
Step 2460: loss = 1.31562
Step 2465: loss = 1.33646
Step 2470: loss = 1.46831
Step 2475: loss = 1.48277
Step 2480: loss = 1.55675
Step 2485: loss = 1.36506
Step 2490: loss = 1.26557
Step 2495: loss = 1.19609
Step 2500: loss = 1.27368
Step 2505: loss = 1.37708
Step 2510: loss = 1.27419
Step 2515: loss = 1.28039
Step 2520: loss = 1.29950
Step 2525: loss = 1.32068
Step 2530: loss = 1.27107
Step 2535: loss = 1.30396
Step 2540: loss = 1.35055
Step 2545: loss = 1.17166
Step 2550: loss = 1.26222
Step 2555: loss = 1.38213
Step 2560: loss = 1.37334
Step 2565: loss = 1.18839
Step 2570: loss = 1.40668
Step 2575: loss = 1.92002
Step 2580: loss = 1.25195
Step 2585: loss = 1.12787
Step 2590: loss = 1.46837
Step 2595: loss = 1.19241
Step 2600: loss = 1.34123
Step 2605: loss = 1.35281
Step 2610: loss = 1.47630
Step 2615: loss = 1.32924
Step 2620: loss = 1.22755
Step 2625: loss = 1.50938
Step 2630: loss = 1.45214
Step 2635: loss = 1.22242
Step 2640: loss = 1.44584
Step 2645: loss = 1.44792
Step 2650: loss = 1.41630
Step 2655: loss = 1.34765
Step 2660: loss = 1.38321
Step 2665: loss = 1.49286
Step 2670: loss = 1.28780
Step 2675: loss = 1.26711
Step 2680: loss = 1.06024
Step 2685: loss = 1.34344
Step 2690: loss = 1.31981
Step 2695: loss = 1.13075
Step 2700: loss = 1.19046
Step 2705: loss = 1.34694
Step 2710: loss = 1.47537
Step 2715: loss = 1.21851
Step 2720: loss = 1.27994
Step 2725: loss = 1.44801
Step 2730: loss = 1.18383
Training Data Eval:
  Num examples: 49920, Num correct: 27511, Precision @ 1: 0.5511
('Testing Data Eval: EPOCH->', 8)
  Num examples: 9984, Num correct: 5104, Precision @ 1: 0.5112
Step 2735: loss = 1.17991
Step 2740: loss = 1.48351
Step 2745: loss = 1.39159
Step 2750: loss = 1.21824
Step 2755: loss = 1.34383
Step 2760: loss = 1.27235
Step 2765: loss = 1.54177
Step 2770: loss = 1.20910
Step 2775: loss = 1.35314
Step 2780: loss = 1.44076
Step 2785: loss = 1.41180
Step 2790: loss = 1.23481
Step 2795: loss = 1.17425
Step 2800: loss = 1.33166
Step 2805: loss = 1.39359
Step 2810: loss = 1.16226
Step 2815: loss = 1.26645
Step 2820: loss = 1.37352
Step 2825: loss = 1.23069
Step 2830: loss = 1.15852
Step 2835: loss = 1.37323
Step 2840: loss = 1.27505
Step 2845: loss = 1.27774
Step 2850: loss = 1.36195
Step 2855: loss = 1.29054
Step 2860: loss = 1.29281
Step 2865: loss = 1.25045
Step 2870: loss = 1.26732
Step 2875: loss = 1.31256
Step 2880: loss = 1.35663
Step 2885: loss = 1.34702
Step 2890: loss = 1.30808
Step 2895: loss = 1.05635
Step 2900: loss = 1.21703
Step 2905: loss = 1.21669
Step 2910: loss = 1.26140
Step 2915: loss = 1.00914
Step 2920: loss = 1.48272
Step 2925: loss = 1.41611
Step 2930: loss = 1.27573
Step 2935: loss = 1.14507
Step 2940: loss = 1.08455
Step 2945: loss = 1.09500
Step 2950: loss = 1.20050
Step 2955: loss = 1.11031
Step 2960: loss = 1.43857
Step 2965: loss = 1.11796
Step 2970: loss = 1.18319
Step 2975: loss = 1.23408
Step 2980: loss = 1.32016
Step 2985: loss = 1.30770
Step 2990: loss = 1.12238
Step 2995: loss = 1.26717
Step 3000: loss = 1.34520
Step 3005: loss = 1.17350
Step 3010: loss = 1.24436
Step 3015: loss = 1.16824
Step 3020: loss = 1.20574
Step 3025: loss = 1.16653
Step 3030: loss = 1.09157
Step 3035: loss = 1.14817
Step 3040: loss = 1.53162
Step 3045: loss = 1.28124
Step 3050: loss = 1.15707
Step 3055: loss = 1.28422
Step 3060: loss = 1.16321
Step 3065: loss = 1.28196
Step 3070: loss = 1.36298
Step 3075: loss = 1.09184
Step 3080: loss = 1.26471
Step 3085: loss = 1.10980
Step 3090: loss = 1.18531
Step 3095: loss = 1.19396
Step 3100: loss = 1.51931
Step 3105: loss = 1.28173
Step 3110: loss = 1.11449
Step 3115: loss = 1.24590
Step 3120: loss = 1.24726
Training Data Eval:
  Num examples: 49920, Num correct: 28897, Precision @ 1: 0.5789
('Testing Data Eval: EPOCH->', 9)
  Num examples: 9984, Num correct: 5248, Precision @ 1: 0.5256
Step 3125: loss = 1.26839
Step 3130: loss = 1.14423
Step 3135: loss = 1.12254
Step 3140: loss = 1.14416
Step 3145: loss = 1.18017
Step 3150: loss = 1.13894
Step 3155: loss = 1.33622
Step 3160: loss = 1.17589
Step 3165: loss = 1.22070
Step 3170: loss = 1.18590
Step 3175: loss = 1.26466
Step 3180: loss = 1.32688
Step 3185: loss = 1.20835
Step 3190: loss = 1.23710
Step 3195: loss = 1.14131
Step 3200: loss = 1.05311
Step 3205: loss = 1.22677
Step 3210: loss = 1.22816
Step 3215: loss = 1.16845
Step 3220: loss = 1.19029
Step 3225: loss = 1.28840
Step 3230: loss = 1.15756
Step 3235: loss = 1.41332
Step 3240: loss = 1.38405
Step 3245: loss = 1.12821
Step 3250: loss = 1.04866
Step 3255: loss = 1.11836
Step 3260: loss = 1.08793
Step 3265: loss = 1.00203
Step 3270: loss = 1.27452
Step 3275: loss = 1.17882
Step 3280: loss = 1.28501
Step 3285: loss = 1.11204
Step 3290: loss = 1.06196
Step 3295: loss = 1.19562
Step 3300: loss = 1.17733
Step 3305: loss = 1.06412
Step 3310: loss = 1.21280
Step 3315: loss = 1.20260
Step 3320: loss = 1.16609
Step 3325: loss = 1.15351
Step 3330: loss = 1.13798
Step 3335: loss = 1.04122
Step 3340: loss = 1.12917
Step 3345: loss = 1.18893
Step 3350: loss = 1.22446
Step 3355: loss = 1.17043
Step 3360: loss = 1.12684
Step 3365: loss = 1.30141
Step 3370: loss = 1.13783
Step 3375: loss = 1.15989
Step 3380: loss = 1.09663
Step 3385: loss = 1.32919
Step 3390: loss = 1.05911
Step 3395: loss = 1.19174
Step 3400: loss = 1.19147
Step 3405: loss = 1.15458
Step 3410: loss = 1.07119
Step 3415: loss = 0.94975
Step 3420: loss = 1.19999
Step 3425: loss = 0.94838
Step 3430: loss = 1.08797
Step 3435: loss = 1.14866
Step 3440: loss = 0.93987
Step 3445: loss = 1.22732
Step 3450: loss = 1.10416
Step 3455: loss = 1.17478
Step 3460: loss = 1.15806
Step 3465: loss = 1.14383
Step 3470: loss = 1.17697
Step 3475: loss = 1.29374
Step 3480: loss = 1.04826
Step 3485: loss = 1.26740
Step 3490: loss = 1.08600
Step 3495: loss = 1.19144
Step 3500: loss = 1.07883
Step 3505: loss = 1.01232
Step 3510: loss = 1.10370
Training Data Eval:
  Num examples: 49920, Num correct: 30170, Precision @ 1: 0.6044
('Testing Data Eval: EPOCH->', 10)
  Num examples: 9984, Num correct: 5475, Precision @ 1: 0.5484
Step 3515: loss = 1.12366
Step 3520: loss = 1.14152
Step 3525: loss = 1.10208
Step 3530: loss = 1.11737
Step 3535: loss = 1.12728
Step 3540: loss = 1.08399
Step 3545: loss = 1.22517
Step 3550: loss = 1.20297
Step 3555: loss = 1.17634
Step 3560: loss = 1.21779
Step 3565: loss = 1.28013
Step 3570: loss = 0.96186
Step 3575: loss = 1.04298
Step 3580: loss = 1.22616
Step 3585: loss = 1.12493
Step 3590: loss = 1.17064
Step 3595: loss = 1.40005
Step 3600: loss = 1.09610
Step 3605: loss = 1.21994
Step 3610: loss = 1.29277
Step 3615: loss = 1.13103
Step 3620: loss = 1.06034
Step 3625: loss = 1.00819
Step 3630: loss = 1.09091
Step 3635: loss = 1.08922
Step 3640: loss = 1.09526
Step 3645: loss = 1.00909
Step 3650: loss = 1.18627
Step 3655: loss = 1.25909
Step 3660: loss = 1.12651
Step 3665: loss = 1.16753
Step 3670: loss = 1.17758
Step 3675: loss = 1.14214
Step 3680: loss = 1.17288
Step 3685: loss = 1.01335
Step 3690: loss = 1.05384
Step 3695: loss = 1.10618
Step 3700: loss = 1.22099
Step 3705: loss = 1.12160
Step 3710: loss = 1.16456
Step 3715: loss = 1.19936
Step 3720: loss = 1.29125
Step 3725: loss = 1.22485
Step 3730: loss = 1.03419
Step 3735: loss = 1.12560
Step 3740: loss = 1.19321
Step 3745: loss = 1.23770
Step 3750: loss = 1.14620
Step 3755: loss = 1.05770
Step 3760: loss = 1.03965
Step 3765: loss = 1.19123
Step 3770: loss = 0.97135
Step 3775: loss = 1.05883
Step 3780: loss = 1.21296
Step 3785: loss = 1.06607
Step 3790: loss = 1.15734
Step 3795: loss = 1.10397
Step 3800: loss = 1.28131
Step 3805: loss = 1.19692
Step 3810: loss = 0.87637
Step 3815: loss = 1.21186
Step 3820: loss = 0.99407
Step 3825: loss = 1.09078
Step 3830: loss = 1.11171
Step 3835: loss = 1.14497
Step 3840: loss = 1.07339
Step 3845: loss = 1.05573
Step 3850: loss = 1.17630
Step 3855: loss = 1.27155
Step 3860: loss = 1.14680
Step 3865: loss = 1.05732
Step 3870: loss = 0.90872
Step 3875: loss = 1.17414
Step 3880: loss = 1.17928
Step 3885: loss = 1.15178
Step 3890: loss = 1.10458
Step 3895: loss = 1.07187
Step 3900: loss = 1.10059
Training Data Eval:
  Num examples: 49920, Num correct: 31364, Precision @ 1: 0.6283
('Testing Data Eval: EPOCH->', 11)
  Num examples: 9984, Num correct: 5648, Precision @ 1: 0.5657
Step 3905: loss = 1.01754
Step 3910: loss = 1.02093
Step 3915: loss = 0.87157
Step 3920: loss = 1.00196
Step 3925: loss = 1.05911
Step 3930: loss = 1.11537
Step 3935: loss = 1.10068
Step 3940: loss = 1.09316
Step 3945: loss = 1.06903
Step 3950: loss = 1.11563
Step 3955: loss = 1.04802
Step 3960: loss = 1.17314
Step 3965: loss = 1.11282
Step 3970: loss = 0.96066
Step 3975: loss = 0.99844
Step 3980: loss = 1.09560
Step 3985: loss = 1.19468
Step 3990: loss = 1.14420
Step 3995: loss = 1.08012
Step 4000: loss = 1.34053
Step 4005: loss = 1.03417
Step 4010: loss = 1.07078
Step 4015: loss = 1.08233
Step 4020: loss = 0.94534
Step 4025: loss = 0.99545
Step 4030: loss = 1.04524
Step 4035: loss = 1.00563
Step 4040: loss = 0.90716
Step 4045: loss = 1.14950
Step 4050: loss = 1.12798
Step 4055: loss = 1.08302
Step 4060: loss = 1.22520
Step 4065: loss = 1.00964
Step 4070: loss = 0.94414
Step 4075: loss = 0.99643
Step 4080: loss = 1.03928
Step 4085: loss = 1.07176
Step 4090: loss = 1.08167
Step 4095: loss = 0.92873
Step 4100: loss = 1.15475
Step 4105: loss = 1.13797
Step 4110: loss = 0.96174
Step 4115: loss = 0.90134
Step 4120: loss = 0.95642
Step 4125: loss = 1.15465
Step 4130: loss = 1.03195
Step 4135: loss = 0.89808
Step 4140: loss = 1.21216
Step 4145: loss = 1.17741
Step 4150: loss = 1.01874
Step 4155: loss = 0.99832
Step 4160: loss = 1.00591
Step 4165: loss = 1.23377
Step 4170: loss = 1.19202
Step 4175: loss = 1.11267
Step 4180: loss = 1.04844
Step 4185: loss = 1.08891
Step 4190: loss = 1.07561
Step 4195: loss = 1.13368
Step 4200: loss = 1.14203
Step 4205: loss = 0.99284
Step 4210: loss = 0.95392
Step 4215: loss = 1.04987
Step 4220: loss = 1.10491
Step 4225: loss = 1.06625
Step 4230: loss = 1.02657
Step 4235: loss = 1.08384
Step 4240: loss = 0.96943
Step 4245: loss = 1.09270
Step 4250: loss = 1.17225
Step 4255: loss = 1.14104
Step 4260: loss = 1.10484
Step 4265: loss = 0.97654
Step 4270: loss = 1.02460
Step 4275: loss = 1.09582
Step 4280: loss = 1.19114
Step 4285: loss = 1.00362
Step 4290: loss = 0.94141
Training Data Eval:
  Num examples: 49920, Num correct: 32023, Precision @ 1: 0.6415
('Testing Data Eval: EPOCH->', 12)
  Num examples: 9984, Num correct: 5542, Precision @ 1: 0.5551
Step 4295: loss = 1.14136
Step 4300: loss = 1.09987
Step 4305: loss = 0.99058
Step 4310: loss = 1.06580
Step 4315: loss = 1.04476
Step 4320: loss = 1.10302
Step 4325: loss = 0.76973
Step 4330: loss = 1.01832
